iter	RMSE
270	0.07930734072
271	0.0791621417
272	0.07899808815
273	0.07883611361
274	0.07876903689
275	0.07856982106
276	0.07843432189
277	0.07839589548
278	0.0783175624
279	0.07814350437
280	0.07798301378
281	0.07785675218
282	0.07770768714
283	0.07757576994
284	0.0774195087
285	0.07722834157
286	0.07712362734
287	0.07697351839
288	0.07683089408
289	0.07677201952
290	0.07666897649
291	0.07651725104
292	0.07639653929
293	0.07628625023
294	0.07611336081
295	0.07594454319
296	0.07590753067
297	0.07574591533
298	0.07563990355
299	0.07554816764
300	0.07546771523
301	0.07533638637
302	0.07522944889
303	0.07507121571
304	0.07499310587
305	0.07488570093
306	0.07469421774
307	0.07460240949
308	0.0744160057
309	0.07438615863
310	0.07436908355
311	0.07430047201
312	0.07423131499
313	0.07412019864
314	0.07410396037
315	0.07396993109
316	0.07384243538
317	0.07369910042
318	0.07356399508
319	0.0735041742
320	0.0734148729
321	0.07338712831
322	0.07325430501
323	0.07308028739
324	0.07298110266
325	0.07278569846
326	0.07265464082
327	0.07257351131
328	0.07245788015
329	0.07233408677
330	0.07222066298
331	0.07219246154
332	0.07209842213
333	0.07202702436
334	0.07196836075
335	0.07180222059
336	0.07173531424
337	0.07162774629
338	0.07148899946
339	0.07141592661
340	0.07129582752
341	0.07114295239
342	0.07103037431
343	0.07092032081
344	0.070790902
345	0.07069807932
346	0.07059807794
347	0.07046423025
348	0.07033861076
349	0.07024636912
350	0.07013938591
351	0.07003481105
352	0.06991042203
353	0.06977196896
354	0.06960228853
355	0.06950417241
356	0.06934725671
357	0.06919099649
358	0.06916718
359	0.06909945417
360	0.06900253232
361	0.06893320572
362	0.06885799329
363	0.06877248647
364	0.06865460834
365	0.06856263106
366	0.06843837976
367	0.06833671289
368	0.06827988032
369	0.06816851753
370	0.06809769092
371	0.06803077657
372	0.06792338818
373	0.0677661724
374	0.06773850315
375	0.06756061666
376	0.0675052185
377	0.06741997541
378	0.06729160896
379	0.06717139256
380	0.06709713848
381	0.06701130455
382	0.06686519904
383	0.06684385737
384	0.06671866036
385	0.06668039832
386	0.06658964774
387	0.06646691161
388	0.06639574943
389	0.06637857581
390	0.06636597809
391	0.06633732302
392	0.0662645434
393	0.06610923687
394	0.06600573787
395	0.06587000204
396	0.06580296097
397	0.06568015063
398	0.06562743016
399	0.06560232192
400	0.06550329912
401	0.0654388929
402	0.06536121211
403	0.06534373219
404	0.0652453753
405	0.06516860106
406	0.06507557455
407	0.06498890725
408	0.06487738318
409	0.06485700739
410	0.06482442721
411	0.06467121187
412	0.06453030684
413	0.06445560054
414	0.06433945912
415	0.06432850105
416	0.0643154714
417	0.06422772266
418	0.06405653511
419	0.06403396541
420	0.06389183438
421	0.0637408372
422	0.06366179112
423	0.06350502741
424	0.06341844605
425	0.06326004105
426	0.06317028358
427	0.06309984776
428	0.06299803415
429	0.06297982565
430	0.06290345644
431	0.06284050566
432	0.06283003486
433	0.06271983594
434	0.0626468789
435	0.06262323668
436	0.06251911155
437	0.06239452804
438	0.06227026299
439	0.06219972399
440	0.06217140703
441	0.06208486956
442	0.06194134995
443	0.06182371111
444	0.0617652176
445	0.06164130697
446	0.06154500659
447	0.06149440532
448	0.0613866454
449	0.06130844726
450	0.06121045112
451	0.06112922368
452	0.06102559626
453	0.06092723428
454	0.06082249645
455	0.06073650564
456	0.06065436784
457	0.06052986633
458	0.0604451676
459	0.0603799028
460	0.06024462132
461	0.06023639062
462	0.06014304619
463	0.06004369997
464	0.0599755266
465	0.05991753738
466	0.05990959327
467	0.05987172857
468	0.05980903207
469	0.05980122143
470	0.05972652876
471	0.05971802782
472	0.05970646752
473	0.05957074717
474	0.05956497906
475	0.05949682003
476	0.05941808925
477	0.05933760812
478	0.0592817236
479	0.0591578421
480	0.05908874769
481	0.0590521266
482	0.05901646761
483	0.05889192206
484	0.05879683904
485	0.05866006435
486	0.05855548179
487	0.05853287508
488	0.05842763562
489	0.05834331023
490	0.05826302585
491	0.05820034637
492	0.05813489214
493	0.05804975376
494	0.05796725207
495	0.05789464065
496	0.05781964979
497	0.05775157981
498	0.05768608193
499	0.05760767227
500	0.0575207525
501	0.05740979562
502	0.05734771156
503	0.05722713578
504	0.05712052072
505	0.05702066708
506	0.05701339064
507	0.05692950265
508	0.05684951064
509	0.05675102283
510	0.05669160969
511	0.05663797769
512	0.05652552379
513	0.05647409166
514	0.05643412994
515	0.05633818867
516	0.05626368263
517	0.05625662292
518	0.05619728287
519	0.05619057538
520	0.05614095808
521	0.05607226107
522	0.05598912872
523	0.05589246669
524	0.05584125186
525	0.05578910244
526	0.05578239667
527	0.05570715764
528	0.05563807227
529	0.05553380089
530	0.05547589398
531	0.05542536521
532	0.05538608816
533	0.05536978855
534	0.05533098444
535	0.0552601485
536	0.05520812241
537	0.05512922461
538	0.0550863421
539	0.05500159927
540	0.054938332
541	0.05487273117
542	0.05481346878
543	0.05473332582
544	0.05466846026
545	0.05466196675
546	0.05458239038
547	0.05457260499
548	0.05452787479
549	0.05451975677
550	0.05441347497
551	0.05433683164
552	0.05432934898
553	0.05428130307
554	0.05419728933
555	0.05410415947
556	0.05402776964
557	0.05397556803
558	0.05391062256
559	0.05383439112
560	0.05378019826
561	0.05368905759
562	0.05358123631
563	0.05351742117
564	0.05344234268
565	0.05334910837
566	0.05327311496
567	0.05322092462
568	0.05318091975
569	0.05312640751
570	0.05311249468
571	0.05304728365
572	0.05298634761
573	0.05289658063
574	0.05281946097
575	0.05273286514
576	0.05269837639
577	0.05259953058
578	0.05253239199
579	0.05245052849
580	0.05244341762
581	0.05238235932
582	0.05232522654
583	0.05231971179
584	0.05222990274
585	0.05219513866
586	0.05214190488
587	0.05213453219
588	0.05203993286
589	0.05199492958
590	0.05191336439
591	0.05185571978
592	0.051751713
593	0.0516784663
594	0.05161581233
595	0.05151333736
596	0.05144356198
597	0.05139087682
598	0.05133440766
599	0.05125165958
600	0.05121179685
601	0.05115594045
602	0.05111939379
603	0.05105295736
604	0.0509993838
605	0.05089569569
606	0.05085876318
607	0.05083750016
608	0.05078242089
609	0.05070650597
610	0.0506369513
611	0.05060851383
612	0.05054337267
613	0.05048750074
614	0.05043290375
615	0.05038987164
616	0.0503440467
617	0.05030205221
618	0.05026883629
619	0.05020310725
620	0.05011523291
621	0.05005343985
622	0.04996460663
623	0.04990073738
624	0.04989483727
625	0.04981062219
626	0.04980522731
627	0.04971723032
628	0.04968908667
629	0.04964707872
630	0.04961240139
631	0.04955646774
632	0.04947791137
633	0.0494032026
634	0.0493447001
635	0.0493393967
636	0.04925680355
637	0.04921527108
638	0.049169061
639	0.04908111002
640	0.04900313101
641	0.04890650443
642	0.04889903316
643	0.04883813994
644	0.04875831174
645	0.04868631169
646	0.04867991557
647	0.04861147564
648	0.04855453452
649	0.04852633223
650	0.04848334092
651	0.04844481668
652	0.04839531208
653	0.04838976189
654	0.04831605775
655	0.0482503871
656	0.04819518706
657	0.04818869577
658	0.04811823337
659	0.04805592392
660	0.04800660338
661	0.04798101861
662	0.04792753725
663	0.04783310178
664	0.04774987899
665	0.04769330964
666	0.04768801652
667	0.04765006536
668	0.0475571901
669	0.04751641704
670	0.04748841355
671	0.04744537702
672	0.04738243459
673	0.047309811
674	0.04730413382
675	0.04723912547
676	0.04717563395
677	0.04713996573
678	0.04703884624
679	0.04697012897
680	0.04689716078
681	0.04684453281
682	0.04680015611
683	0.04679554675
684	0.04675576771
685	0.04670436405
686	0.0466277499
687	0.04657512201
688	0.04652245986
689	0.0464563749
690	0.04639207665
691	0.04638746938
692	0.04630922172
693	0.04626903259
694	0.04624538906
695	0.0461921651
696	0.04613296862
697	0.04608079382
698	0.04603521878
699	0.04598725153
700	0.04591638948
701	0.04587279972
702	0.04581511924
703	0.04575594667
704	0.04570652695
705	0.04563562788
706	0.0455781319
707	0.0455440166
708	0.04550813139
709	0.04546615166
710	0.04542977386
711	0.04537146804
712	0.04532656308
713	0.04525510382
714	0.04521065822
715	0.04513401575
716	0.04510576786
717	0.04506490649
718	0.04506044906
719	0.0450296866
720	0.04497066611
721	0.04490143831
722	0.0448483171
723	0.04479812525
724	0.04477869957
725	0.04473693909
726	0.04468430907
727	0.04465420552
728	0.04460027503
729	0.04451410431
730	0.04447034756
731	0.04446475285
732	0.04442188987
733	0.04437925684
734	0.04433952636
735	0.04432024997
736	0.0442781219
737	0.04424052633
738	0.04421089
739	0.04415643245
740	0.04409130805
741	0.04403271667
742	0.04397755747
743	0.04393527994
744	0.04389420637
745	0.04385157774
746	0.04381381781
747	0.04375694901
748	0.04369928282
749	0.04363796055
750	0.04356996367
751	0.04349879436
752	0.04347023617
753	0.04340609447
754	0.04335934331
755	0.0433127962
756	0.04327505009
757	0.04322167168
758	0.04318980622
759	0.04316135766
760	0.04309477495
761	0.04307404683
762	0.04303456776
763	0.04295879172
764	0.04290809668
765	0.04286628612
766	0.04281489454
767	0.04275753625
768	0.0427312874
769	0.04268591324
770	0.04262840274
771	0.04256317964
772	0.04248247708
773	0.04241714103
774	0.04237097594
775	0.04231393647
776	0.04230978354
777	0.04227017829
778	0.04226583328
779	0.04221983272
780	0.04218526955
781	0.04216768676
782	0.04213383115
783	0.04209984927
784	0.04203593533
785	0.04197518258
786	0.04192875582
787	0.04186881707
788	0.04183866039
789	0.04178086443
790	0.04172588085
791	0.04165537626
792	0.04165094325
793	0.04158497861
794	0.04158106906
795	0.04151662538
796	0.04148704282
797	0.04143382909
798	0.04142998705
799	0.04142601105
800	0.04135765725
801	0.04130051979
802	0.04127779166
803	0.04123301037
804	0.04118028601
805	0.04114455847
806	0.04110581098
807	0.04107817337
808	0.04104135094
809	0.04097067302
810	0.04092006332
811	0.04088157776
812	0.04085836678
813	0.04080261829
814	0.04072510115
815	0.04068222458
816	0.04065754527
817	0.0406188469
818	0.04055842575
819	0.04049360907
820	0.04048947724
821	0.04042137576
822	0.04034488373
823	0.04029744751
824	0.04027123915
825	0.0402093584
826	0.04017733942
827	0.04014468334
828	0.04007314936
829	0.04002800481
830	0.03998441287
831	0.0399398812
832	0.03993668928
833	0.03986454739
834	0.03980447459
835	0.03973258325
836	0.03967994501
837	0.03964885664
838	0.03963372816
839	0.03960750282
840	0.03955185675
841	0.03950843307
842	0.03950530342
843	0.03947821608
844	0.03944786563
845	0.03941029941
846	0.03934274963
847	0.03932434611
848	0.03929328653
849	0.03924760205
850	0.03919702404
851	0.03914628208
852	0.03909137659
853	0.03904565616
854	0.03902157738
855	0.0389859372
856	0.03895059377
857	0.03892680298
858	0.03887266296
859	0.03884388
860	0.03884018162
861	0.038776917
862	0.03870635434
863	0.03867113937
864	0.03863434684
865	0.03860876544
866	0.03858544214
867	0.0385445488
868	0.03849466763
869	0.03843822448
870	0.03839480287
871	0.03836490342
872	0.03829689082
873	0.03824283367
874	0.03816956988
875	0.03811685105
876	0.03805473718
877	0.03798983689
878	0.03797091017
879	0.03793892757
880	0.03791243334
881	0.03787179492
882	0.03784797208
883	0.03784496146
884	0.03782637499
885	0.03779503516
886	0.03775863108
887	0.0377283374
888	0.03769673942
889	0.03764399395
890	0.03759112104
891	0.03754736714
892	0.0375267619
893	0.03748927473
894	0.03747749711
895	0.03741120002
896	0.0373767277
897	0.03734345868
898	0.03729569894
899	0.03727405831
900	0.0372707417
901	0.03723143815
902	0.03718792359
903	0.03717225075
904	0.03712944537
905	0.03707496981
906	0.03702737969
907	0.03698067984
908	0.03694362448
909	0.03690222152
910	0.03685836324
911	0.03683470165
912	0.03677144721
913	0.03674877886
914	0.0367128632
915	0.03669044992
916	0.03665946818
917	0.03660117062
918	0.03655263286
919	0.03653022422
920	0.03649213147
921	0.03645524305
922	0.03642050871
923	0.03638613249
924	0.03633572651
925	0.03630650114
926	0.03627201322
927	0.03624248506
928	0.03618683103
929	0.03614364561
930	0.03614034253
931	0.03611171355
932	0.03606559257
933	0.03604643507
934	0.03602081512
935	0.03598624867
936	0.03595815228
937	0.03591969359
938	0.03587774598
939	0.03587406941
940	0.03587117161
941	0.03584964749
942	0.03582589021
943	0.03579602101
944	0.03575053603
945	0.03569706172
946	0.03564057836
947	0.03561499835
948	0.03557288016
949	0.03553644599
950	0.03549445019
951	0.03546190091
952	0.03542019414
953	0.03541538005
954	0.03538571196
955	0.03533779998
956	0.03531214671
957	0.03524947988
958	0.03521803358
959	0.03517521024
960	0.03516230542
961	0.03512818571
962	0.03505938301
963	0.03504083831
964	0.03499537398
965	0.03497357413
966	0.03494237172
967	0.03489113824
968	0.03481438996
969	0.03477487711
970	0.03477157252
971	0.0347557095
972	0.03471132422
973	0.03467258093
974	0.03463524406
975	0.03458891511
976	0.03456807257
977	0.03453261662
978	0.03450159096
979	0.03448273494
980	0.03444091668
981	0.03443840329
982	0.03438835321
983	0.03436063159
984	0.03433402692
985	0.0342692718
986	0.03423003415
987	0.03422332071
988	0.03420464163
989	0.03417536668
990	0.03416093801
991	0.03410628163
992	0.03405143183
993	0.03404872672
994	0.03400285488
995	0.0339589382
996	0.03391463946
997	0.03386553963
998	0.03382343925
999	0.03379604854
